stock_code,description,category,units_sold,revenue,est_profit,n_orders,first_sold,last_sold,sales_velocity,days_since_sale,movement,restock_recommended
85092,CANDY SPOT TEA COSY,Other,391,622.57,-294.32499999999993,24,2010-01-11 09:37:00,2011-02-20 13:21:00,6.758024691358025,291,Dormant,False
85093,CANDY SPOT EGG WARMER HARE,Kitchen & Dining,1361,1091.21,300.46900000000005,152,2009-12-07 18:02:00,2011-11-03 16:56:00,13.707913669064748,35,Medium,False
85094,CANDY SPOT EGG WARMER RABBIT,Kitchen & Dining,760,360.99,-80.56999999999998,108,2009-12-15 18:33:00,2011-12-09 10:03:00,7.358229598893499,0,Slow,False
85095,THREE CANVAS LUGGAGE TAGS,Other,174,259.09,103.186,49,2010-08-19 13:32:00,2011-12-05 17:17:00,2.575052854122622,3,Slow,False
85096,HILDA CANDY SPOT RABBIT,Other,164,676.92,246.42,66,2009-12-04 12:37:00,2011-12-05 17:36:00,1.570451436388509,3,Slow,False
85097B,BLUE ROCKING SINGING CANARY,Other,106,417.17,138.92000000000002,40,2009-12-02 12:32:00,2010-08-09 12:22:00,2.97991967871486,487,Dormant,False
85098B,BLUE FLYING SINGING CANARY,Other,366,1456.94,496.19,114,2009-12-02 14:36:00,2010-11-18 14:25:00,7.32,385,Dormant,False
85099B,JUMBO BAG RED RETROSPOT,Bags & Accessories,97176,182680.98,50035.74,4013,2009-12-01 10:06:00,2011-12-09 10:26:00,921.7235772357724,0,Fast,True
85099C,JUMBO  BAG BAROQUE BLACK WHITE,Bags & Accessories,30657,59142.78,17295.975,1878,2009-12-01 12:30:00,2011-12-09 12:19:00,291.179104477612,0,Fast,True
85099F,JUMBO BAG STRAWBERRY,Bags & Accessories,37061,69002.13,18413.865,1855,2009-12-01 13:38:00,2011-12-08 16:30:00,352.00407055630933,0,Fast,True
85103,SILVER T-LIGHT SETTING,Candles & Fragrance,317,2153.43,655.6050000000001,87,2009-12-02 12:19:00,2011-07-19 12:38:00,3.735690235690236,143,Dormant,False
85104,SILVER GLASS T-LIGHT SET,Candles & Fragrance,351,1024.49,299.675,56,2009-12-01 13:29:00,2011-12-06 12:18:00,3.3474114441416893,3,Slow,False
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,Candles & Fragrance,1190,2271.24,147.0900000000003,59,2009-12-08 15:12:00,2011-11-28 13:37:00,11.585535465924895,10,Slow,False
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,Candles & Fragrance,1203,2274.79,127.43500000000031,70,2009-12-02 11:34:00,2011-12-06 16:32:00,11.47275204359673,2,Slow,False
85109,PINK BOUDOIR T-LIGHT HOLDER,Candles & Fragrance,4211,475.43,-2030.115,20,2009-12-11 11:17:00,2010-12-19 14:03:00,79.02680965147454,354,Dormant,False
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,Candles & Fragrance,11520,1138.04,-5716.36,23,2009-12-10 09:49:00,2010-09-27 16:30:00,277.1134020618557,437,Dormant,False
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,Other,2907,954.15,364.029,77,2009-12-02 12:32:00,2011-12-08 19:24:00,27.64809782608696,0,Medium,False
85112,S/3 TEAR DROP CUT GLASS DECORATION,Home Decor,465,412.77,5.894999999999996,34,2009-12-01 14:28:00,2010-02-07 11:57:00,48.582089552238806,670,Dormant,False
85113,POLKA DOT PISTACHIO PAIL,Other,285,591.6600000000001,172.71000000000004,48,2009-12-02 11:34:00,2010-08-19 13:48:00,7.673076923076922,476,Dormant,False
85114A,BLACK ENCHANTED FOREST PLACEMAT,Other,1326,2296.54,765.0100000000002,120,2009-12-22 15:09:00,2011-12-01 19:42:00,13.091678420310297,7,Medium,False
85114B,IVORY ENCHANTED FOREST PLACEMAT,Other,2073,3804.81,1410.4950000000003,242,2009-12-01 14:28:00,2011-12-08 16:30:00,19.689280868385342,0,Medium,False
85114C,RED ENCHANTED FOREST PLACEMAT,Other,1364,2875.7,1300.2800000000002,203,2009-12-01 14:56:00,2011-12-09 10:03:00,12.955223880597014,0,Medium,False
85115B,S/4 BLACK DISCO PARTITION PANEL,Other,6,37.62,11.286,2,2010-06-09 13:57:00,2011-10-11 16:29:00,0.0858895705521472,58,Slow,False
85116,BLACK CANDELABRA T-LIGHT HOLDER,Candles & Fragrance,1817,2206.24,94.88600000000017,181,2009-12-01 14:28:00,2011-10-14 11:08:00,18.67694566813509,56,Medium,False
85117,NIGHTINGALE COATHOOK WHITE,Home Decor,347,594.3199999999999,193.53500000000005,61,2009-12-05 15:47:00,2010-05-04 10:02:00,16.302013422818792,584,Dormant,False
85118,HEART T-LIGHT HOLDER,Candles & Fragrance,2054,1133.68,-663.5699999999999,81,2009-12-07 18:02:00,2011-01-17 17:57:00,35.50123456790124,325,Dormant,False
85119,WATERING CAN SINGLE HOOK PISTACHIO,Jewellery,413,567.48,78.90100000000008,39,2009-12-15 17:05:00,2010-12-07 15:34:00,8.120786516853933,366,Dormant,False
85121B,RETRO LAUNDRY TUB PINK,Vintage & Retro,86,936.74,425.0400000000001,48,2009-12-03 14:39:00,2010-06-27 13:11:00,2.9365853658536585,529,Dormant,False
85121C,RETRO LAUNDRY TUB PISTACHIO,Vintage & Retro,98,918.91,335.81000000000006,53,2009-12-07 18:02:00,2010-11-17 17:01:00,1.994186046511628,386,Dormant,False
85123A,WHITE HANGING HEART T-LIGHT HOLDER,Candles & Fragrance,94719,261168.73,65573.995,5464,2009-12-01 09:46:00,2011-12-09 11:34:00,898.4186991869918,0,Fast,True
85123B,ZINC HANGING HEART T-LITE HLDR,Home Decor,1,6.04,1.8120000000000005,1,2009-12-22 15:13:00,2009-12-22 15:13:00,1.0,716,Dormant,False
85124A,PINK JUICY FRUIT PHOTO FRAME,Home Decor,387,1087.73,396.93500000000006,104,2009-12-01 14:28:00,2010-10-01 13:40:00,8.94059405940594,433,Dormant,False
85124B,BLUE JUICY FRUIT PHOTO FRAME,Home Decor,355,948.7,315.02500000000003,104,2009-12-08 09:35:00,2011-11-24 09:21:00,3.475524475524476,15,Slow,False
85124C,GREEN JUICY FRUIT PHOTO FRAME,Home Decor,429,1139.07,373.30500000000006,123,2009-12-08 09:35:00,2011-10-23 12:46:00,4.390350877192983,47,Slow,False
85125,SMALL ROUND CUT GLASS CANDLESTICK,Candles & Fragrance,309,1479.51,408.8250000000001,62,2009-12-01 15:36:00,2011-11-27 11:12:00,2.983448275862069,12,Slow,False
85126,LARGE ROUND CUTGLASS CANDLESTICK,Candles & Fragrance,156,1069.16,332.06000000000006,34,2009-12-01 15:36:00,2010-12-21 15:19:00,2.84375,352,Dormant,False
85127,SMALL SQUARE CUT GLASS CANDLESTICK,Candles & Fragrance,276,1710.67,754.3300000000002,81,2009-12-01 14:50:00,2011-12-05 11:58:00,2.635743519781719,4,Slow,False
85128,PLANTPOT SINGLE HOOK PISTACHIO,Garden & Outdoor,167,188.95,-110.31399999999996,4,2009-12-04 09:43:00,2010-01-12 15:57:00,29.97435897435897,695,Dormant,False
85129A,"WHITE PEARL BEADED HEART, SMALL",Jewellery,444,569.16,180.66,75,2009-12-01 11:34:00,2010-08-29 14:30:00,11.468634686346864,466,Dormant,False
85129B,BEADED CRYSTAL HEART GREEN SMALL,Jewellery,233,315.11,111.235,56,2009-12-15 13:40:00,2011-12-05 17:17:00,2.265277777777777,3,Slow,False
85129C,BEADED CRYSTAL HEART BLUE SMALL,Jewellery,390,510.23,168.98,65,2009-12-02 15:04:00,2011-12-08 09:20:00,3.7142857142857135,1,Slow,False
85129D,BEADED CRYSTAL HEART PINK SMALL,Jewellery,793,1193.56,-171.986,168,2009-12-01 14:28:00,2011-12-05 17:17:00,7.56267029972752,3,Slow,False
85130A,BEADED PEARL HEART WHITE LARGE,Jewellery,685,1176.29,385.11500000000007,86,2009-12-01 14:28:00,2011-05-23 16:32:00,8.91263940520446,199,Dormant,False
85130B,BEADED CRYSTAL HEART GREEN LARGE,Jewellery,911,918.33,414.5470000000001,83,2010-01-11 09:35:00,2011-12-07 14:12:00,9.175539568345323,1,Slow,False
85130C,BEADED CRYSTAL HEART BLUE  LARGE,Jewellery,659,737.89,373.463,68,2010-01-05 13:23:00,2011-12-07 14:12:00,6.580599144079886,1,Slow,False
85130D,BEADED CRYSTAL HEART PINK LARGE,Jewellery,788,958.85,48.710000000000136,107,2009-12-02 14:36:00,2011-12-07 14:12:00,7.514986376021798,1,Slow,False
85131A,BEADED PEARL HEART WHITE ON STICK,Jewellery,2025,1619.23,442.705,199,2009-12-03 12:27:00,2011-10-30 15:55:00,20.366379310344826,39,Medium,False
85131B,BEADED CRYSTAL HEART GREEN ON STICK,Jewellery,948,730.74,179.952,216,2009-12-16 17:58:00,2011-12-09 10:03:00,9.191135734072022,0,Slow,False
85131C,BEADED CRYSTAL HEART BLUE ON STICK,Jewellery,439,320.15,65.09100000000001,72,2010-01-28 17:13:00,2011-11-14 15:27:00,4.698776758409786,24,Slow,False
85131D,BEADED CRYSTAL HEART PINK ON STICK,Jewellery,1443,1092.71,254.32700000000003,267,2009-12-17 15:44:00,2011-12-09 10:03:00,14.009708737864075,0,Medium,False
85132A,CHARLIE + LOLA BISCUITS TINS,Home Decor,1358,5287.2,-2593.273999999999,260,2009-12-01 09:24:00,2011-05-24 11:31:00,17.636363636363637,199,Dormant,False
85132B,CHARLIE AND LOLA TABLE TINS,Home Decor,929,2863.37,294.68499999999983,133,2009-12-06 12:07:00,2011-06-21 16:36:00,11.571174377224198,170,Dormant,False
85132C,CHARLIE AND LOLA FIGURES TINS,Home Decor,2066,5865.04,-2508.458,306,2009-12-01 09:24:00,2011-09-02 09:38:00,22.596875,98,Dormant,False
85135A,YELLOW DRAGONFLY HELICOPTER,Other,94,754.59,231.48000000000008,63,2009-12-02 11:51:00,2011-11-29 11:48:00,0.90633608815427,10,Slow,False
85135B,BLUE DRAGONFLY HELICOPTER,Other,151,1226.51,386.1950000000001,115,2009-12-01 14:28:00,2011-11-17 13:16:00,1.4783216783216784,21,Slow,False
85135C,RED DRAGONFLY HELICOPTER,Other,162,1317.92,416.39000000000016,111,2009-12-02 14:36:00,2011-12-08 17:37:00,1.5407608695652175,0,Slow,False
85136A,YELLOW SHARK HELICOPTER,Other,138,1121.28,353.3100000000001,106,2009-12-01 14:28:00,2011-12-06 12:21:00,1.3160762942779292,3,Slow,False
85136B,BLUE SHARK HELICOPTER,Other,59,473.77,145.43500000000003,47,2009-12-03 14:39:00,2010-12-14 13:31:00,1.1013333333333333,359,Dormant,False
85136C,RED SHARK HELICOPTER,Other,179,1451.69,455.5550000000001,122,2009-12-01 13:41:00,2011-12-08 13:26:00,1.702445652173913,0,Slow,False
85141,JARDIN ETCHED GLASS FRUITBOWL,Kitchen & Dining,182,1286.44,-83.1099999999999,71,2009-12-15 14:10:00,2011-06-16 14:26:00,2.324817518248175,175,Dormant,False
85142,JARDIN ETCHED GLASS GINGER JAR,Other,57,502.58,185.37500000000003,34,2009-12-06 10:51:00,2010-07-08 19:12:00,1.8644859813084111,518,Dormant,False
85144,JARDIN ETCHED GLASS CHEESE DISH,Other,287,1046.85,-409.6749999999997,70,2009-12-06 12:52:00,2011-05-03 13:52:00,3.9161793372319686,219,Dormant,False
85145,JARDIN ETCHED GLASS LARGE BELL JAR,Other,91,809.05,-3.1249999999999147,30,2009-12-17 15:39:00,2011-04-28 16:11:00,1.2816901408450705,224,Dormant,False
85146,JARDIN ETCHED GLASS SMALL BELL JAR,Other,118,599.38,107.91,29,2010-03-26 15:32:00,2011-04-07 13:11:00,2.1968085106382977,245,Dormant,False
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,Candles & Fragrance,61,301.95,90.58500000000002,16,2009-12-01 13:29:00,2010-05-02 11:48:00,2.827814569536424,586,Dormant,False
85150,LADIES & GENTLEMEN METAL SIGN,Home Decor,8361,20237.72,5313.335000000002,1110,2009-12-01 09:50:00,2011-12-09 10:26:00,79.30487804878048,0,Fast,True
85151,WELCOME METAL SIGN,Home Decor,44,55.0,16.5,8,2009-12-02 15:04:00,2009-12-14 11:24:00,28.0,725,Dormant,False
85152,HAND OVER THE CHOCOLATE   SIGN,Home Decor,16373,31483.7,7415.390000000001,1460,2009-12-01 11:37:00,2011-12-09 10:03:00,155.5101763907734,0,Fast,True
85157,SET OF 2 CHESTS CHOCOLAT AU LAIT,Other,1,12.72,3.8160000000000007,1,2010-01-13 17:51:00,2010-01-13 17:51:00,1.0,694,Dormant,False
85159A,"BLACK TEA,COFFEE,SUGAR JARS",Kitchen & Dining,492,1248.98,577.4,82,2009-12-07 17:56:00,2011-12-04 15:19:00,4.743801652892563,4,Slow,False
85159B,"WHITE TEA,COFFEE,SUGAR JARS",Kitchen & Dining,660,1516.5,615.6,89,2009-12-02 14:36:00,2011-11-30 17:22:00,6.346153846153846,8,Slow,False
85160A,WHITE BIRD GARDEN DESIGN MUG,Kitchen & Dining,8824,1622.7900000000002,-6098.21,35,2009-12-10 09:49:00,2011-01-25 17:10:00,150.28710462287106,317,Dormant,False
85160B,BLACK BIRD GARDEN DESIGN MUG,Kitchen & Dining,6156,1048.83,-4337.67,37,2009-12-14 18:03:00,2011-11-13 16:22:00,61.73638968481376,25,Fast,False
85161,ACRYLIC GEOMETRIC LAMP,Lighting,51,863.85,187.3350000000001,32,2009-12-10 14:07:00,2011-11-27 11:47:00,0.4986033519553072,12,Slow,False
85162A,SILVER RETRODISC LAMPSHADE,Lighting,607,1234.27,405.715,20,2009-12-01 13:19:00,2010-06-08 12:53:00,22.601063829787236,548,Dormant,False
85162B,BLACK RETRODISC LAMPSHADE,Lighting,977,1905.15,571.545,13,2009-12-07 16:28:00,2010-06-08 12:55:00,37.57692307692308,548,Dormant,False
85162C,WHITE RETRODISC LAMPSHADE,Lighting,904,1841.7,607.7399999999999,46,2009-12-02 12:46:00,2010-06-08 12:53:00,33.659574468085104,548,Dormant,False
85163A,WHITE BAROQUE WALL CLOCK,Home Decor,103,1058.17,138.8950000000001,57,2009-12-02 15:04:00,2011-11-23 15:44:00,1.0,15,Slow,False
85163B,BLACK BAROQUE WALL CLOCK,Home Decor,115,1268.66,242.28500000000008,66,2009-12-22 09:52:00,2011-12-05 17:24:00,1.129032258064516,3,Slow,False
85164B,BLACK BAROQUE CUCKOO CLOCK,Home Decor,141,1851.22,592.7950000000001,66,2009-12-01 14:50:00,2010-09-29 13:17:00,3.2790697674418605,435,Dormant,False
85165,CANDY PINK FRENCH BOUDOIR CLOCK,Home Decor,90,872.76,339.15,58,2009-12-02 15:04:00,2010-06-21 15:13:00,3.134328358208955,535,Dormant,False
85166A,WHITE METAL BAROQUE PHOTO FRAME,Home Decor,77,158.9,-43.225,12,2009-12-02 14:43:00,2010-01-18 16:09:00,11.46808510638298,689,Dormant,False
85166B,BLACK METAL BAROQUE PHOTO FRAME,Home Decor,510,864.1,-474.65,38,2009-12-04 15:26:00,2010-11-14 14:47:00,10.377906976744184,389,Dormant,False
85167A,WHITE GRAND BAROQUE PHOTO FRAME,Home Decor,176,396.8,-126.79999999999993,14,2009-12-03 17:46:00,2010-03-31 12:52:00,10.52991452991453,617,Dormant,False
85167B,BLACK GRAND BAROQUE PHOTO FRAME,Home Decor,692,1426.34,-632.3599999999997,59,2009-12-14 17:57:00,2011-04-08 09:25:00,10.112734864300624,245,Dormant,False
85168A,WHITE BAROQUE CARRIAGE CLOCK,Home Decor,22,218.9,65.67,15,2009-12-02 13:10:00,2010-06-14 15:11:00,0.7938144329896907,542,Dormant,False
85168B,BLACK BAROQUE CARRIAGE CLOCK,Home Decor,72,652.17,225.28199999999995,52,2009-12-02 13:10:00,2011-12-09 10:03:00,0.6847826086956522,0,Slow,False
85169A,IVORY LOVE BIRD CANDLE,Candles & Fragrance,1252,1385.82,290.32,151,2009-12-08 15:12:00,2011-12-08 13:50:00,12.021947873799729,0,Slow,False
85169B,BLACK LOVE BIRD CANDLE,Candles & Fragrance,428,502.91,128.41,93,2009-12-02 14:36:00,2011-12-08 09:28:00,4.076190476190476,1,Slow,False
85169C,EAU DE NIL LOVE BIRD CANDLE,Candles & Fragrance,505,566.82,124.945,71,2009-12-08 15:12:00,2011-12-09 10:03:00,4.842465753424658,0,Slow,False
85169D,PINK LOVE BIRD CANDLE,Candles & Fragrance,521,603.98,148.105,88,2009-12-14 17:57:00,2011-11-29 12:07:00,5.107843137254902,10,Slow,False
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,Candles & Fragrance,848,1585.06,338.5,84,2009-12-01 12:13:00,2010-12-07 15:54:00,16.0,366,Dormant,False
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,Candles & Fragrance,283,475.91,59.90000000000001,58,2009-12-02 14:36:00,2011-11-29 17:52:00,2.7248968363136177,9,Slow,False
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,Candles & Fragrance,543,993.03,57.98400000000002,107,2009-12-02 11:34:00,2011-12-09 10:03:00,5.164402173913044,0,Slow,False
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,Candles & Fragrance,723,1296.36,51.35399999999999,151,2009-12-01 12:13:00,2011-12-08 16:30:00,6.867028493894165,0,Slow,False
85171,S/2 HYACINTH BULB CANDLES,Candles & Fragrance,1,2.55,0.7650000000000001,1,2009-12-07 15:26:00,2009-12-07 15:26:00,1.0,731,Dormant,False
85172,HYACINTH BULB T-LIGHT CANDLES,Candles & Fragrance,4271,2274.56,1018.886,150,2009-12-01 14:35:00,2011-12-06 16:26:00,40.67619047619048,2,Medium,False
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,Candles & Fragrance,1018,1826.07,8.94000000000024,150,2009-12-03 13:03:00,2011-12-09 10:46:00,9.695238095238096,0,Slow,False
85174,S/4 CACTI CANDLES,Candles & Fragrance,1459,7193.46,2138.025,357,2009-12-01 13:47:00,2011-12-09 10:26:00,13.85753052917232,0,Medium,False
85175,CACTI T-LIGHT CANDLES,Candles & Fragrance,15566,6606.26,2029.856,442,2009-12-01 13:47:00,2011-11-28 11:18:00,150.08539944903583,11,Fast,True
85176,SEWING SUSAN 21 NEEDLE SET,Other,2748,2293.0,657.94,306,2009-12-01 13:31:00,2011-12-08 16:30:00,26.10040705563093,0,Medium,False
85177,BASKET OF FLOWERS SEWING KIT,Other,1820,1514.78,431.88,143,2009-12-02 13:23:00,2011-12-09 10:03:00,17.309782608695652,0,Medium,False
85178,VICTORIAN SEWING KIT,Other,5478,6024.52,1231.27,313,2009-12-01 09:46:00,2011-12-09 10:03:00,51.959349593495936,0,Fast,True
85179A,GREEN BITTY LIGHT CHAIN,Lighting,219,522.85,145.73200000000003,72,2009-12-03 10:26:00,2011-12-09 10:03:00,2.085714285714286,0,Slow,False
85179B,WHITE BITTY LIGHT CHAIN,Lighting,246,1056.6,255.8700000000001,45,2009-12-03 18:51:00,2010-11-15 11:49:00,4.976878612716763,389,Dormant,False
85179C,PINK BITTY LIGHT CHAIN,Lighting,116,257.15,57.39800000000001,40,2009-12-03 10:26:00,2011-12-08 13:04:00,1.1047619047619048,0,Slow,False
85180A,RED HEARTS LIGHT CHAIN,Lighting,629,1636.42,-410.9749999999999,99,2009-12-03 10:26:00,2011-12-05 17:17:00,6.015027322404372,3,Slow,False
85180B,PINK HEARTS LIGHT CHAIN,Lighting,364,1022.16,-162.65999999999994,67,2009-12-01 14:28:00,2011-12-06 17:23:00,3.466666666666667,2,Slow,False
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,Stationery & Craft,1512,2275.75,952.75,141,2009-12-01 09:24:00,2011-12-05 14:49:00,14.419618528610354,3,Medium,False
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,Stationery & Craft,1725,2731.76,1222.385,171,2009-12-01 09:24:00,2011-12-04 15:28:00,16.473396998635746,4,Medium,False
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,Christmas & Seasonal,14,41.3,12.390000000000004,7,2009-12-09 13:26:00,2010-03-22 17:32:00,0.9514563106796116,626,Dormant,False
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,Christmas & Seasonal,2281,4927.06,216.7950000000002,351,2009-12-01 14:28:00,2011-12-08 16:30:00,21.66485753052917,0,Medium,False
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,Home Decor,8312,4552.69,-12611.59,67,2009-12-01 14:28:00,2010-09-27 16:30:00,193.9466666666667,437,Dormant,False
85185B,PINK HORSE SOCK PUPPET,Other,593,1843.4600000000005,618.9150000000001,182,2009-12-01 14:28:00,2011-11-30 17:37:00,5.694101508916324,8,Slow,False
85185C,COW  SOCK PUPPET,Other,58,171.10000000000002,51.33000000000001,27,2009-12-02 13:26:00,2010-08-01 14:35:00,1.677685950413223,494,Dormant,False
85185D,FROG SOCK PUPPET,Other,195,636.11,233.43500000000003,66,2009-12-01 14:28:00,2011-05-25 17:12:00,2.527777777777778,197,Dormant,False
85185E,DUCK SOCK PUPPET,Other,4,11.8,3.540000000000001,2,2009-12-03 10:26:00,2009-12-15 17:45:00,2.333333333333333,723,Dormant,False
85185F,LION SOCK PUPPET,Other,37,109.15,32.74500000000001,19,2009-12-02 14:09:00,2010-03-08 12:17:00,2.726315789473684,641,Dormant,False
85186A,EASTER BUNNY GARLAND OF FLOWERS,Christmas & Seasonal,1473,685.87,252.808,159,2009-12-01 14:28:00,2011-04-14 19:15:00,20.66332665330661,238,Dormant,False
85186B,BUNNY BUNCH OF FLOWERS,Other,14,5.88,1.764,2,2010-03-17 16:33:00,2010-03-21 15:23:00,14.0,627,Dormant,False
85186C,BUNNY EGG GARLAND,Kitchen & Dining,1400,658.19,246.59,152,2009-12-01 14:28:00,2011-10-20 09:28:00,14.264919941775837,50,Medium,False
85187,S/12 MINI RABBIT EASTER,Christmas & Seasonal,479,816.4799999999999,263.23500000000007,109,2010-01-13 17:44:00,2011-11-27 13:26:00,4.916422287390029,11,Slow,False
85188A,GREEN METAL SWINGING BUNNY,Other,944,824.9699999999999,263.29,105,2009-12-09 09:42:00,2011-04-21 10:19:00,13.269076305220883,232,Dormant,False
85188B,PINK METAL SWINGING BUNNY,Other,748,660.88,215.82,74,2010-01-11 12:29:00,2011-03-27 12:06:00,11.927107061503415,257,Dormant,False
85189,HANGING BUTTERFLY  EGG,Kitchen & Dining,1176,967.95,268.23,68,2009-12-16 13:49:00,2011-03-16 15:45:00,18.09230769230769,267,Dormant,False
85190,PINK FLOWER HANGING HEART,Home Decor,138,122.46,40.35,17,2009-12-14 17:57:00,2010-03-17 16:33:00,10.5,631,Dormant,False
85192S,HANGING SPRING FLOWER HEART SMALL,Jewellery,3,1.95,0.5850000000000002,2,2010-02-07 15:07:00,2010-02-08 16:06:00,3.0,668,Dormant,False
85194L,HANGING SPRING FLOWER EGG LARGE,Kitchen & Dining,1818,1560.63,478.92,147,2009-12-07 11:46:00,2011-11-22 16:47:00,17.7986013986014,16,Medium,False
85194S,HANGING SPRING FLOWER EGG SMALL,Kitchen & Dining,1760,889.46,88.66000000000008,131,2010-01-05 14:12:00,2011-12-04 12:32:00,17.675753228120517,5,Medium,False
85195,HANGING HEART BASKET,Home Decor,146,269.44000000000005,54.82,17,2009-12-04 09:43:00,2011-03-16 15:45:00,2.188436830835118,267,Dormant,False
85196,EASTER BUNNIES ON A STICK,Christmas & Seasonal,1564,831.0400000000001,228.90000000000003,71,2009-12-07 11:46:00,2010-03-29 17:17:00,97.75,619,Dormant,False
85197,SET OF 12 MINI BUNNIES IN A BUCKET,Other,1669,959.46,-1493.97,74,2009-12-06 11:27:00,2011-07-29 17:28:00,19.471666666666668,132,Dormant,False
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,Other,3859,1469.4999999999998,-826.6049999999999,51,2009-12-07 11:46:00,2011-05-18 16:37:00,51.25806451612903,204,Dormant,False
85199L,LARGE HANGING IVORY & RED WOOD BIRD,Garden & Outdoor,3455,2285.02,712.9950000000002,272,2009-12-01 14:40:00,2011-12-08 09:40:00,32.860054347826086,1,Medium,False
85199S,SMALL HANGING IVORY/RED WOOD BIRD,Garden & Outdoor,6022,2789.28,1018.812,486,2009-12-01 14:28:00,2011-12-09 10:03:00,57.196743554952505,0,Fast,True
85200,BUNNY EGG BOX,Kitchen & Dining,1045,1319.09,404.715,105,2009-12-07 11:46:00,2011-04-18 13:36:00,14.71830985915493,234,Dormant,False
85202,HANGING WOOD AND FELT HEART,Home Decor,1208,570.09,214.938,208,2009-12-14 17:57:00,2011-11-29 13:12:00,11.84313725490196,9,Slow,False
85203,HANGING WOOD AND FELT BUTTERFLY,Home Decor,1463,665.91,235.788,224,2009-12-08 15:49:00,2011-12-05 15:59:00,14.08665749656121,3,Medium,False
85204,HANGING WOOD AND FELT FLOWER,Home Decor,2353,460.9,-230.882,154,2009-12-14 17:57:00,2011-12-07 15:07:00,22.81301939058172,1,Medium,False
85205A,IVORY FELT EASTER RABBIT GARLAND,Christmas & Seasonal,66,168.29999999999998,50.49000000000001,21,2010-02-02 12:47:00,2010-03-23 12:11:00,9.625,626,Dormant,False
85205B,PINK FELT EASTER RABBIT GARLAND,Christmas & Seasonal,241,669.38,239.195,61,2010-01-11 09:37:00,2011-04-21 18:06:00,3.627956989247312,231,Dormant,False
85206A,CREAM FELT EASTER EGG BASKET,Christmas & Seasonal,2327,3982.91,1295.2250000000004,318,2009-12-01 10:36:00,2011-03-17 18:24:00,34.58386411889596,266,Dormant,False
85206B,PINK FELT EASTER EGG BASKET,Christmas & Seasonal,1538,2477.3,700.9100000000002,183,2009-12-14 14:02:00,2011-01-20 19:16:00,26.781094527363184,322,Dormant,False
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,Bags & Accessories,420,836.94,219.54,87,2009-12-01 12:56:00,2011-11-29 10:57:00,4.044016506189821,10,Slow,False
85211,S/4 GROOVY CAT MAGNETS,Other,306,467.4,113.97000000000004,75,2009-12-01 14:14:00,2011-10-13 12:21:00,3.15,57,Slow,False
85212,MINI PAINTED GARDEN DECORATION,Garden & Outdoor,2831,1096.56,-587.885,121,2009-12-02 14:36:00,2011-12-07 12:55:00,26.99863760217984,1,Medium,False
85213,MINI  ZINC GARDEN DECORATIONS,Garden & Outdoor,1378,828.9999999999999,9.089999999999993,80,2009-12-13 13:39:00,2011-07-31 11:45:00,16.23905723905724,131,Dormant,False
85214,TUB 24 PINK FLOWER PEGS,Other,514,886.2299999999999,292.56000000000006,169,2009-12-06 11:13:00,2011-08-10 16:19:00,5.879084967320261,120,Dormant,False
85215,ASSORTED CHEESE FRIDGE MAGNETS,Other,831,643.89,265.785,66,2009-12-10 20:16:00,2011-08-10 15:29:00,9.5831960461285,120,Dormant,False
85216,ASSORTED CAKES FRIDGE MAGNETS,Kitchen & Dining,2849,2154.2200000000003,857.9250000000002,187,2009-12-01 09:28:00,2011-11-18 12:48:00,27.81450488145049,21,Medium,False
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,Other,2869,1981.85,676.4550000000002,164,2009-12-01 14:28:00,2010-09-09 15:44:00,71.21631205673759,455,Dormant,False
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,Other,1992,625.1999999999999,-594.8999999999999,2,2010-01-14 14:53:00,2010-02-15 11:57:00,449.8064516129032,662,Dormant,False
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,Kitchen & Dining,2780,4038.2,1021.9000000000004,4,2009-12-02 09:49:00,2010-02-15 11:57:00,259.4666666666667,662,Dormant,False
85221,ASSORTED COLOUR SILK COIN PURSE,Bags & Accessories,3558,1685.46,-1427.79,47,2009-12-02 11:53:00,2010-05-10 13:28:00,156.64150943396226,577,Dormant,False
85222,ASSORTED COLOUR SILK COSMETIC PURSE,Bags & Accessories,1406,1579.68,-487.13999999999993,50,2009-12-02 10:09:00,2010-06-21 16:07:00,48.96517412935323,535,Dormant,False
